user_id,real_name,email,username,password,nickname,role,is_admin,otp_secret,is_2fa_enabled,registered_at,deleted_at,company_id,department_id
00000000-0000-0000-0000-000000000608,許麗珠,ujones@example.com,std_477_830203,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,秀玲,student,f,,f,2023-05-26 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000520,Jennifer Hansen,cfields@example.net,std_389_867260,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Madison,student,f,,f,2025-08-16 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000156,Maria Rivera,wen-hsienchao@example.net,std_25_384263,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,佳玲,student,f,,f,2025-09-21 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000356,饒文賢,su-chenlin@example.net,std_225_240600,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Wayne,student,f,,f,2024-06-14 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000488,凃金龍,raven49@example.com,std_357_556943,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Patricia,student,f,,f,2025-11-08 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000490,Steven Simpson,uvasquez@example.org,std_359_466586,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Clayton,student,f,,f,2023-06-07 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000551,劉美華,lharris@example.org,std_420_110372,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Charles,student,f,,f,2025-01-15 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000275,Teresa Burgess,benjamin10@example.org,std_144_685193,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,美雲,student,f,,f,2022-01-06 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000436,Brian Mendoza,chun-hung93@example.com,std_305_196973,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Mark,student,f,,f,2022-07-05 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000479,Alexander Williams,aarongonzalez@example.com,std_348_703779,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Christopher,student,f,,f,2024-08-05 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000322,Patrick Lamb,hsin-hungchen@example.com,std_191_385353,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Jackie,student,f,,f,2022-09-19 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000576,Aaron Barton,chin-lien31@example.org,std_445_129301,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,淑惠,student,f,,f,2025-11-12 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000582,Christian Harris,dennis50@example.net,std_451_779525,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Karen,student,f,,f,2022-12-05 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000333,Frank Davis,ching-ichen@example.com,std_202_203550,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,美雲,student,f,,f,2022-02-07 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000305,Harry Nichols,rosskaitlyn@example.com,std_174_681489,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,怡君,student,f,,f,2022-12-21 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000495,蔡宇翔,li-mei58@example.org,std_364_567080,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Thomas,student,f,,f,2025-10-04 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000388,Sarah Brown,callahanmichelle@example.org,std_257_836333,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Brittany,student,f,,f,2021-12-02 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000231,黃建良,robertsonerik@example.com,std_100_242239,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Kimberly,student,f,,f,2025-02-22 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000559,Jacob Jimenez,shu-chuanlin@example.org,std_428_186422,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Kelly,student,f,,f,2023-07-18 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000298,Eric Cooper,sushu-chuan@example.net,std_167_205149,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,秀蘭,student,f,,f,2025-01-17 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000364,葉俊雄,courtney12@example.org,std_233_752801,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Alexander,student,f,,f,2025-01-08 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000295,吳玉鳳,brianna91@example.com,std_164_366881,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Katie,student,f,,f,2025-04-10 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000154,黃寶珠,laura15@example.com,std_23_692447,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,芯語,student,f,,f,2025-05-20 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000558,王淑慧,shu-chuan53@example.net,std_427_587853,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Ronald,student,f,,f,2025-02-10 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000289,Adriana Macias,hsiehpai-yen@example.org,std_158_265001,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Carolyn,student,f,,f,2022-08-15 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000171,Daniel Webb,tflores@example.org,std_40_123682,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Melinda,student,f,,f,2022-05-01 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000351,Michelle Williams,bgarner@example.com,std_220_472640,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Joel,student,f,,f,2023-05-03 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000435,Theresa Reilly,thomas49@example.net,std_304_938416,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Annette,student,f,,f,2021-12-07 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000438,Kayla Brown,xlin@example.org,std_307_461675,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Michael,student,f,,f,2023-08-10 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000297,Dawn Wyatt,victoria63@example.com,std_166_287401,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Mitchell,student,f,,f,2024-04-26 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000387,張文賢,wen-hua46@example.net,std_256_193624,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,月娥,student,f,,f,2022-09-30 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000138,林美珠,gchen@example.com,std_7_575458,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,秀蘭,student,f,,f,2022-05-30 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000273,徐秀鳳,angel85@example.net,std_142_610451,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Bradley,student,f,,f,2023-07-23 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000415,Robert Barton,ya-hui63@example.org,std_284_725236,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,秀玉,student,f,,f,2022-10-17 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000354,張美鳳,kuo-junghung@example.net,std_223_293079,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Mary,student,f,,f,2023-09-30 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000173,廖信宏,nsmith@example.org,std_42_888870,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Jane,student,f,,f,2023-10-30 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000626,楊子恩,chiu-yuehsu@example.net,std_495_836720,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,John,student,f,,f,2023-08-22 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000176,吳雅婷,stseng@example.net,std_45_681868,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Garrett,student,f,,f,2023-09-19 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000284,謝淑敏,shu-mei87@example.net,std_153_483588,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Jeffrey,student,f,,f,2025-10-08 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000318,Erika Alvarez,tarawolfe@example.org,std_187_761701,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Kaitlyn,student,f,,f,2024-04-01 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000234,Melissa Mitchell,mei-chuanliao@example.net,std_103_382154,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Denise,student,f,,f,2022-02-16 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000157,Kristy Johnson,li-yuyeh@example.com,std_26_413814,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Francisco,student,f,,f,2021-12-25 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000414,温志明,alexistucker@example.org,std_283_288128,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Sara,student,f,,f,2025-04-12 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000323,Alec Williams,tsung-hsien70@example.org,std_192_258003,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Alexis,student,f,,f,2022-09-15 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000202,楊麗香,hsuyu-lan@example.com,std_71_720647,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Ashley,student,f,,f,2023-11-13 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000492,陳慧玲,hooderic@example.org,std_361_971051,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Shawn,student,f,,f,2023-08-05 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000329,林家瑋,levigrant@example.net,std_198_944654,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Patricia,student,f,,f,2022-06-14 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000534,齊惠珍,cynthia74@example.org,std_403_458224,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Jason,student,f,,f,2024-07-06 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000530,呂國華,hsiu-mei61@example.com,std_399_527288,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Cynthia,student,f,,f,2023-01-23 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000132,陳素卿,smithashley@example.org,std_1_398384,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Veronica,student,f,,f,2022-09-16 00:00:00+00,2024-08-09 00:00:00+00,,
00000000-0000-0000-0000-000000000472,范明輝,qtai@example.net,std_341_516174,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Sherry,student,f,,f,2025-08-09 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000428,何秀鳳,brian55@example.com,std_297_625808,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Alisha,student,f,,f,2024-01-22 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000185,Stephanie Farmer,martinezmia@example.com,std_54_100708,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,James,student,f,,f,2022-05-04 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000201,王佳蓉,ya-tingkang@example.org,std_70_197545,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Bradley,student,f,,f,2022-05-11 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000209,Stephen Johnson,jjenkins@example.com,std_78_191982,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Patrick,student,f,,f,2024-09-01 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000358,陳金鳳,michelle36@example.com,std_227_737460,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Jennifer,student,f,,f,2025-08-09 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000198,蘇金龍,shawrachel@example.org,std_67_943409,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Zachary,student,f,,f,2024-05-06 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000214,Thomas Harris,chih-chiang29@example.net,std_83_911982,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,玉珍,student,f,,f,2023-05-14 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000207,Teresa Miller,hsingwen-chung@example.net,std_76_948611,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,文彬,student,f,,f,2025-10-26 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000253,James Rivers,pmarsh@example.org,std_122_238948,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,品妤,student,f,,f,2025-06-21 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000445,顏雅萍,fergusonmichael@example.org,std_314_243601,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,April,student,f,,f,2023-01-26 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000229,徐雅玲,brandonalvarez@example.com,std_98_121215,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Matthew,student,f,,f,2025-09-12 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000256,Ronald Mcclain,khu@example.org,std_125_436208,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,John,student,f,,f,2021-12-19 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000589,陳建中,pao-chutien@example.net,std_458_634363,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Jenna,student,f,,f,2025-11-18 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000172,林羽彤,yu-chentsai@example.com,std_41_936507,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Richard,student,f,,f,2024-02-10 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000238,鄔美玉,aguilarwanda@example.org,std_107_861842,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Jennifer,student,f,,f,2023-08-21 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000474,Natasha Walls,shih-changlin@example.com,std_343_718115,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Brian,student,f,,f,2022-07-13 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000265,周秀鳳,qaguilar@example.net,std_134_806995,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Natalie,student,f,,f,2025-02-24 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000262,Tina Taylor,epeng@example.net,std_131_825423,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Beth,student,f,,f,2021-12-07 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000528,李美玉,chun-hsiung41@example.org,std_397_527060,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,宗翰,student,f,,f,2022-05-04 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000484,Ricky Johnson,mikesutton@example.com,std_353_110821,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Dean,student,f,,f,2022-12-01 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000371,黃金龍,katie15@example.com,std_240_859584,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,秀娟,student,f,,f,2023-03-24 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000179,Ashley Wilson,bhsieh@example.org,std_48_412170,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,秀美,student,f,,f,2024-03-22 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000432,Mr. Joseph Kelley,pai-yu43@example.com,std_301_402143,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,志雄,student,f,,f,2023-03-18 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000226,William Stanton,rchen@example.com,std_95_962520,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,秀娟,student,f,,f,2022-06-15 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000471,Taylor Harris,yu-ling48@example.org,std_340_857568,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Todd,student,f,,f,2022-06-30 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000552,林麗卿,wen-chungchen@example.com,std_421_456324,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,文正,student,f,,f,2022-02-07 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000560,温美惠,jui-enchou@example.com,std_429_881410,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Lee,student,f,,f,2023-06-13 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000326,毛秀珠,crystalwilliams@example.net,std_195_365617,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Timothy,student,f,,f,2025-11-24 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000523,江家豪,ysung@example.com,std_392_974994,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Jennifer,student,f,,f,2022-03-15 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000612,Tiffany Delgado,pchao@example.com,std_481_763049,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Michael,student,f,,f,2025-03-20 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000133,Brandi Gordon,chin-tsai74@example.net,std_2_114768,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Krystal,student,f,,f,2022-09-26 00:00:00+00,2022-12-25 00:00:00+00,,
00000000-0000-0000-0000-000000000568,Kenneth Collins,james27@example.org,std_437_734229,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,Lindsey,student,f,,f,2024-01-20 00:00:00+00,9999-12-31 00:00:00+00,,
00000000-0000-0000-0000-000000000150,Angel Shields,mphillips@example.com,std_19_498290,$2b$10$X1y/p.tXz/fJ9kG4c0hP0.W2s3D4E5F6G7H8I9J0K,雅惠,student,f,,f,2021-12-26 00:00:00+00,9999-12-31 00:00:00+00,,
